"customer_id","payment_id","payment_date","previous_payment_date","payment_time_diff"
2,22696,"2007-03-17 02:20:44.996577","2007-03-02 12:13:19.996577","14 days 14:07:25"
2,22697,"2007-03-19 04:54:30.996577","2007-03-17 02:20:44.996577","2 days 02:33:46"
2,22698,"2007-03-21 11:52:58.996577","2007-03-19 04:54:30.996577","2 days 06:58:28"
2,22699,"2007-03-21 21:10:22.996577","2007-03-21 11:52:58.996577","09:17:24"
2,22700,"2007-03-22 12:21:30.996577","2007-03-21 21:10:22.996577","15:11:08"
2,22701,"2007-03-23 16:08:01.996577","2007-03-22 12:21:30.996577","1 day 03:46:31"
2,29005,"2007-04-10 04:59:50.996577","2007-03-23 16:08:01.996577","17 days 12:51:49"
2,29006,"2007-04-10 11:07:22.996577","2007-04-10 04:59:50.996577","06:07:32"
2,29007,"2007-04-27 12:59:08.996577","2007-04-10 11:07:22.996577","17 days 01:51:46"
2,29008,"2007-04-27 13:51:28.996577","2007-04-27 12:59:08.996577","00:52:20"
2,29009,"2007-04-27 17:08:46.996577","2007-04-27 13:51:28.996577","03:17:18"
2,29010,"2007-04-28 22:41:25.996577","2007-04-27 17:08:46.996577","1 day 05:32:39"
2,29011,"2007-04-29 11:25:25.996577","2007-04-28 22:41:25.996577","12:44:00"
2,29012,"2007-04-29 15:42:55.996577","2007-04-29 11:25:25.996577","04:17:30"
2,29013,"2007-04-30 04:34:36.996577","2007-04-29 15:42:55.996577","12:51:41"
2,29014,"2007-04-30 12:16:09.996577","2007-04-30 04:34:36.996577","07:41:33"
2,29015,"2007-04-30 12:42:37.996577","2007-04-30 12:16:09.996577","00:26:28"
2,29016,"2007-04-30 14:49:39.996577","2007-04-30 12:42:37.996577","02:07:02"
2,29018,"2007-04-30 20:27:22.996577","2007-04-30 14:49:39.996577","05:37:43"
2,29017,"2007-04-30 21:08:19.996577","2007-04-30 20:27:22.996577","00:40:57"
3,18503,"2007-02-16 00:02:31.996577",NULL,NULL
3,18504,"2007-02-16 13:47:36.996577","2007-02-16 00:02:31.996577","13:45:05"
3,18505,"2007-02-17 03:43:41.996577","2007-02-16 13:47:36.996577","13:56:05"
3,18506,"2007-02-19 07:03:19.996577","2007-02-17 03:43:41.996577","2 days 03:19:38"
3,22702,"2007-03-01 12:48:14.996577","2007-02-19 07:03:19.996577","10 days 05:44:55"
3,22703,"2007-03-18 13:18:21.996577","2007-03-01 12:48:14.996577","17 days 00:30:07"
3,22704,"2007-03-19 20:46:33.996577","2007-03-18 13:18:21.996577","1 day 07:28:12"
3,22705,"2007-03-20 04:42:38.996577","2007-03-19 20:46:33.996577","07:56:05"
3,22706,"2007-03-21 19:19:14.996577","2007-03-20 04:42:38.996577","1 day 14:36:36"
3,22707,"2007-03-22 08:05:53.996577","2007-03-21 19:19:14.996577","12:46:39"
3,22708,"2007-03-23 05:38:40.996577","2007-03-22 08:05:53.996577","21:32:47"
3,29019,"2007-04-07 08:51:51.996577","2007-03-23 05:38:40.996577","15 days 03:13:11"
3,29020,"2007-04-08 11:15:37.996577","2007-04-07 08:51:51.996577","1 day 02:23:46"
3,29021,"2007-04-27 03:23:08.996577","2007-04-08 11:15:37.996577","18 days 16:07:31"
3,29022,"2007-04-27 18:51:38.996577","2007-04-27 03:23:08.996577","15:28:30"
3,29023,"2007-04-28 02:27:47.996577","2007-04-27 18:51:38.996577","07:36:09"
3,29024,"2007-04-28 03:14:56.996577","2007-04-28 02:27:47.996577","00:47:09"
3,29025,"2007-04-28 10:15:11.996577","2007-04-28 03:14:56.996577","07:00:15"
3,29026,"2007-04-28 16:45:40.996577","2007-04-28 10:15:11.996577","06:30:29"
3,29027,"2007-04-29 09:35:30.996577","2007-04-28 16:45:40.996577","16:49:50"
3,29030,"2007-04-30 01:56:24.996577","2007-04-29 09:35:30.996577","16:20:54"
3,29031,"2007-04-30 10:01:24.996577","2007-04-30 01:56:24.996577","08:05:00"
3,29028,"2007-04-30 11:59:46.996577","2007-04-30 10:01:24.996577","01:58:22"
3,29029,"2007-04-30 20:14:12.996577","2007-04-30 11:59:46.996577","08:14:26"
4,18507,"2007-02-15 07:59:54.996577",NULL,NULL
4,18508,"2007-02-16 06:37:06.996577","2007-02-15 07:59:54.996577","22:37:12"
4,18509,"2007-02-16 12:29:53.996577","2007-02-16 06:37:06.996577","05:52:47"
4,18510,"2007-02-16 14:20:18.996577","2007-02-16 12:29:53.996577","01:50:25"
4,18511,"2007-02-17 12:59:38.996577","2007-02-16 14:20:18.996577","22:39:20"
4,18512,"2007-02-19 08:07:27.996577","2007-02-17 12:59:38.996577","1 day 19:07:49"
4,22709,"2007-03-02 05:38:00.996577","2007-02-19 08:07:27.996577","10 days 21:30:33"
4,22710,"2007-03-02 06:48:57.996577","2007-03-02 05:38:00.996577","01:10:57"
4,22711,"2007-03-16 22:56:27.996577","2007-03-02 06:48:57.996577","14 days 16:07:30"
4,22712,"2007-03-17 22:42:29.996577","2007-03-16 22:56:27.996577","23:46:02"
4,22713,"2007-03-18 03:43:10.996577","2007-03-17 22:42:29.996577","05:00:41"
4,22714,"2007-03-19 00:47:39.996577","2007-03-18 03:43:10.996577","21:04:29"
4,22715,"2007-03-20 08:00:30.996577","2007-03-19 00:47:39.996577","1 day 07:12:51"
4,22716,"2007-03-20 11:24:06.996577","2007-03-20 08:00:30.996577","03:23:36"
4,22717,"2007-03-21 03:22:03.996577","2007-03-20 11:24:06.996577","15:57:57"
4,22718,"2007-03-22 12:26:49.996577","2007-03-21 03:22:03.996577","1 day 09:04:46"
4,22719,"2007-03-23 06:11:26.996577","2007-03-22 12:26:49.996577","17:44:37"
4,29032,"2007-04-28 00:38:36.996577","2007-03-23 06:11:26.996577","35 days 18:27:10"
4,29033,"2007-04-28 03:06:25.996577","2007-04-28 00:38:36.996577","02:27:49"
4,29034,"2007-04-29 17:13:23.996577","2007-04-28 03:06:25.996577","1 day 14:06:58"
4,29035,"2007-04-30 07:14:35.996577","2007-04-29 17:13:23.996577","14:01:12"
4,29036,"2007-04-30 17:26:26.996577","2007-04-30 07:14:35.996577","10:11:51"
5,18513,"2007-02-15 20:31:40.996577",NULL,NULL
5,18514,"2007-02-16 06:29:28.996577","2007-02-15 20:31:40.996577","09:57:48"
5,18515,"2007-02-17 14:25:19.996577","2007-02-16 06:29:28.996577","1 day 07:55:51"
5,18516,"2007-02-19 02:48:39.996577","2007-02-17 14:25:19.996577","1 day 12:23:20"
5,18517,"2007-02-20 17:06:48.996577","2007-02-19 02:48:39.996577","1 day 14:18:09"
5,22720,"2007-03-01 13:17:11.996577","2007-02-20 17:06:48.996577","8 days 20:10:23"
5,22721,"2007-03-01 13:55:36.996577","2007-03-01 13:17:11.996577","00:38:25"
5,22722,"2007-03-02 03:25:11.996577","2007-03-01 13:55:36.996577","13:29:35"
5,22723,"2007-03-02 09:18:32.996577","2007-03-02 03:25:11.996577","05:53:21"
5,22724,"2007-03-17 14:57:19.996577","2007-03-02 09:18:32.996577","15 days 05:38:47"
5,22725,"2007-03-17 22:38:30.996577","2007-03-17 14:57:19.996577","07:41:11"
5,22726,"2007-03-18 22:52:34.996577","2007-03-17 22:38:30.996577","1 day 00:14:04"
5,22727,"2007-03-19 08:14:07.996577","2007-03-18 22:52:34.996577","09:21:33"
5,22728,"2007-03-20 13:44:44.996577","2007-03-19 08:14:07.996577","1 day 05:30:37"
5,22729,"2007-03-20 20:42:25.996577","2007-03-20 13:44:44.996577","06:57:41"
5,22730,"2007-03-21 09:59:37.996577","2007-03-20 20:42:25.996577","13:17:12"
5,22731,"2007-03-21 12:31:16.996577","2007-03-21 09:59:37.996577","02:31:39"
5,22732,"2007-03-22 16:05:28.996577","2007-03-21 12:31:16.996577","1 day 03:34:12"
5,29037,"2007-04-06 07:40:24.996577","2007-03-22 16:05:28.996577","14 days 15:34:56"
5,29038,"2007-04-08 18:33:09.996577","2007-04-06 07:40:24.996577","2 days 10:52:45"
5,29039,"2007-04-09 00:26:23.996577","2007-04-08 18:33:09.996577","05:53:14"
5,29040,"2007-04-09 05:42:18.996577","2007-04-09 00:26:23.996577","05:15:55"
5,29041,"2007-04-09 07:20:08.996577","2007-04-09 05:42:18.996577","01:37:50"
5,29042,"2007-04-10 09:38:01.996577","2007-04-09 07:20:08.996577","1 day 02:17:53"
5,29043,"2007-04-11 01:45:30.996577","2007-04-10 09:38:01.996577","16:07:29"
5,29044,"2007-04-12 09:56:01.996577","2007-04-11 01:45:30.996577","1 day 08:10:31"
5,29045,"2007-04-12 10:44:54.996577","2007-04-12 09:56:01.996577","00:48:53"
5,29046,"2007-04-27 11:05:54.996577","2007-04-12 10:44:54.996577","15 days 00:21:00"
5,29047,"2007-04-28 00:18:55.996577","2007-04-27 11:05:54.996577","13:13:01"
5,29048,"2007-04-28 07:12:05.996577","2007-04-28 00:18:55.996577","06:53:10"
5,29049,"2007-04-28 23:39:49.996577","2007-04-28 07:12:05.996577","16:27:44"
5,29050,"2007-04-30 02:42:54.996577","2007-04-28 23:39:49.996577","1 day 03:03:05"
5,29052,"2007-04-30 12:29:19.996577","2007-04-30 02:42:54.996577","09:46:25"
5,29051,"2007-04-30 22:20:56.996577","2007-04-30 12:29:19.996577","09:51:37"
5,32010,"2007-05-14 13:44:29.996577","2007-04-30 22:20:56.996577","13 days 15:23:33"
6,18518,"2007-02-16 02:10:04.996577",NULL,NULL
6,18519,"2007-02-16 22:12:39.996577","2007-02-16 02:10:04.996577","20:02:35"
6,18520,"2007-02-17 07:48:11.996577","2007-02-16 22:12:39.996577","09:35:32"
6,18521,"2007-02-18 10:31:49.996577","2007-02-17 07:48:11.996577","1 day 02:43:38"
6,22733,"2007-03-01 01:42:05.996577","2007-02-18 10:31:49.996577","10 days 15:10:16"
6,22734,"2007-03-02 04:05:04.996577","2007-03-01 01:42:05.996577","1 day 02:22:59"
6,22735,"2007-03-02 17:23:41.996577","2007-03-02 04:05:04.996577","13:18:37"
6,22736,"2007-03-17 00:58:07.996577","2007-03-02 17:23:41.996577","14 days 07:34:26"
6,22737,"2007-03-17 06:40:46.996577","2007-03-17 00:58:07.996577","05:42:39"
6,22738,"2007-03-17 12:07:58.996577","2007-03-17 06:40:46.996577","05:27:12"
6,22739,"2007-03-18 02:33:55.996577","2007-03-17 12:07:58.996577","14:25:57"
6,22740,"2007-03-19 22:46:51.996577","2007-03-18 02:33:55.996577","1 day 20:12:56"
6,22741,"2007-03-21 06:51:22.996577","2007-03-19 22:46:51.996577","1 day 08:04:31"
6,22742,"2007-03-21 08:17:54.996577","2007-03-21 06:51:22.996577","01:26:32"
6,22743,"2007-03-23 01:19:50.996577","2007-03-21 08:17:54.996577","1 day 17:01:56"
6,22744,"2007-03-23 05:09:58.996577","2007-03-23 01:19:50.996577","03:50:08"
6,29053,"2007-04-06 21:42:47.996577","2007-03-23 05:09:58.996577","14 days 16:32:49"
6,29054,"2007-04-07 13:21:50.996577","2007-04-06 21:42:47.996577","15:39:03"
6,29055,"2007-04-10 01:32:01.996577","2007-04-07 13:21:50.996577","2 days 12:10:11"
6,29056,"2007-04-11 11:07:27.996577","2007-04-10 01:32:01.996577","1 day 09:35:26"
6,29057,"2007-04-11 13:30:20.996577","2007-04-11 11:07:27.996577","02:22:53"
6,29058,"2007-04-12 10:47:04.996577","2007-04-11 13:30:20.996577","21:16:44"
6,29059,"2007-04-27 03:32:10.996577","2007-04-12 10:47:04.996577","14 days 16:45:06"
6,29060,"2007-04-27 05:06:51.996577","2007-04-27 03:32:10.996577","01:34:41"
6,29061,"2007-04-28 17:15:49.996577","2007-04-27 05:06:51.996577","1 day 12:08:58"
7,18522,"2007-02-16 19:34:26.996577",NULL,NULL
7,18523,"2007-02-18 03:32:02.996577","2007-02-16 19:34:26.996577","1 day 07:57:36"
7,18524,"2007-02-19 12:28:52.996577","2007-02-18 03:32:02.996577","1 day 08:56:50"
7,18525,"2007-02-20 00:19:22.996577","2007-02-19 12:28:52.996577","11:50:30"
7,18526,"2007-02-20 08:40:19.996577","2007-02-20 00:19:22.996577","08:20:57"
7,22745,"2007-03-01 03:25:30.996577","2007-02-20 08:40:19.996577","8 days 18:45:11"
7,22746,"2007-03-01 06:48:19.996577","2007-03-01 03:25:30.996577","03:22:49"
7,22747,"2007-03-01 10:07:52.996577","2007-03-01 06:48:19.996577","03:19:33"
7,22748,"2007-03-01 14:20:26.996577","2007-03-01 10:07:52.996577","04:12:34"
7,22749,"2007-03-02 03:09:20.996577","2007-03-01 14:20:26.996577","12:48:54"
7,22750,"2007-03-16 23:19:58.996577","2007-03-02 03:09:20.996577","14 days 20:10:38"
7,22751,"2007-03-18 06:25:40.996577","2007-03-16 23:19:58.996577","1 day 07:05:42"
7,22752,"2007-03-18 20:23:27.996577","2007-03-18 06:25:40.996577","13:57:47"
7,22753,"2007-03-19 19:51:57.996577","2007-03-18 20:23:27.996577","23:28:30"
7,22754,"2007-03-19 23:34:30.996577","2007-03-19 19:51:57.996577","03:42:33"
7,22755,"2007-03-20 04:21:57.996577","2007-03-19 23:34:30.996577","04:47:27"
7,22756,"2007-03-21 03:18:14.996577","2007-03-20 04:21:57.996577","22:56:17"
7,29062,"2007-04-06 05:37:43.996577","2007-03-21 03:18:14.996577","16 days 02:19:29"
7,29063,"2007-04-07 11:50:46.996577","2007-04-06 05:37:43.996577","1 day 06:13:03"
7,29064,"2007-04-08 14:44:30.996577","2007-04-07 11:50:46.996577","1 day 02:53:44"
7,29065,"2007-04-08 17:16:04.996577","2007-04-08 14:44:30.996577","02:31:34"
7,29066,"2007-04-09 20:20:31.996577","2007-04-08 17:16:04.996577","1 day 03:04:27"
7,29067,"2007-04-10 20:03:38.996577","2007-04-09 20:20:31.996577","23:43:07"
7,29068,"2007-04-11 09:04:54.996577","2007-04-10 20:03:38.996577","13:01:16"
7,29069,"2007-04-11 15:59:24.996577","2007-04-11 09:04:54.996577","06:54:30"
7,29070,"2007-04-12 13:46:08.996577","2007-04-11 15:59:24.996577","21:46:44"
7,29071,"2007-04-29 05:31:21.996577","2007-04-12 13:46:08.996577","16 days 15:45:13"
7,29072,"2007-04-30 02:58:29.996577","2007-04-29 05:31:21.996577","21:27:08"
8,18527,"2007-02-15 08:27:42.996577",NULL,NULL
8,18528,"2007-02-17 16:50:01.996577","2007-02-15 08:27:42.996577","2 days 08:22:19"
8,18529,"2007-02-20 16:26:13.996577","2007-02-17 16:50:01.996577","2 days 23:36:12"
8,22757,"2007-03-01 11:34:01.996577","2007-02-20 16:26:13.996577","8 days 19:07:48"
8,22758,"2007-03-02 11:32:38.996577","2007-03-01 11:34:01.996577","23:58:37"
8,22759,"2007-03-02 13:11:11.996577","2007-03-02 11:32:38.996577","01:38:33"
8,22760,"2007-03-18 15:44:27.996577","2007-03-02 13:11:11.996577","16 days 02:33:16"
8,22761,"2007-03-20 23:35:37.996577","2007-03-18 15:44:27.996577","2 days 07:51:10"
8,22762,"2007-03-22 20:37:35.996577","2007-03-20 23:35:37.996577","1 day 21:01:58"
8,22763,"2007-03-23 11:33:36.996577","2007-03-22 20:37:35.996577","14:56:01"
8,22764,"2007-03-23 12:59:45.996577","2007-03-23 11:33:36.996577","01:26:09"
8,29073,"2007-04-05 21:29:47.996577","2007-03-23 12:59:45.996577","13 days 08:30:02"
8,29074,"2007-04-06 22:37:28.996577","2007-04-05 21:29:47.996577","1 day 01:07:41"
8,29075,"2007-04-07 08:30:29.996577","2007-04-06 22:37:28.996577","09:53:01"
8,29076,"2007-04-07 20:15:55.996577","2007-04-07 08:30:29.996577","11:45:26"
8,29077,"2007-04-08 00:45:38.996577","2007-04-07 20:15:55.996577","04:29:43"
8,29078,"2007-04-09 14:09:12.996577","2007-04-08 00:45:38.996577","1 day 13:23:34"
8,29079,"2007-04-09 15:41:49.996577","2007-04-09 14:09:12.996577","01:32:37"
8,29080,"2007-04-11 20:08:12.996577","2007-04-09 15:41:49.996577","2 days 04:26:23"
8,29081,"2007-04-12 09:12:19.996577","2007-04-11 20:08:12.996577","13:04:07"
8,29082,"2007-04-29 20:11:15.996577","2007-04-12 09:12:19.996577","17 days 10:58:56"
8,29083,"2007-04-30 03:23:09.996577","2007-04-29 20:11:15.996577","07:11:54"
8,29084,"2007-04-30 20:36:55.996577","2007-04-30 03:23:09.996577","17:13:46"
9,18530,"2007-02-20 18:27:54.996577",NULL,NULL
9,18531,"2007-02-21 02:37:09.996577","2007-02-20 18:27:54.996577","08:09:15"
9,22765,"2007-03-01 07:39:51.996577","2007-02-21 02:37:09.996577","8 days 05:02:42"
9,22766,"2007-03-01 07:42:26.996577","2007-03-01 07:39:51.996577","00:02:35"
9,22767,"2007-03-02 17:29:18.996577","2007-03-01 07:42:26.996577","1 day 09:46:52"
9,22768,"2007-03-16 23:40:19.996577","2007-03-02 17:29:18.996577","14 days 06:11:01"
9,22769,"2007-03-18 01:36:36.996577","2007-03-16 23:40:19.996577","1 day 01:56:17"
9,22770,"2007-03-18 04:27:06.996577","2007-03-18 01:36:36.996577","02:50:30"
9,22771,"2007-03-18 17:17:24.996577","2007-03-18 04:27:06.996577","12:50:18"
9,22772,"2007-03-21 12:22:25.996577","2007-03-18 17:17:24.996577","2 days 19:05:01"
9,29085,"2007-04-07 22:05:26.996577","2007-03-21 12:22:25.996577","17 days 09:43:01"
9,29086,"2007-04-08 12:28:04.996577","2007-04-07 22:05:26.996577","14:22:38"
9,29087,"2007-04-08 15:04:10.996577","2007-04-08 12:28:04.996577","02:36:06"
9,29088,"2007-04-10 06:14:06.996577","2007-04-08 15:04:10.996577","1 day 15:09:56"
9,29089,"2007-04-11 00:36:55.996577","2007-04-10 06:14:06.996577","18:22:49"
9,29090,"2007-04-11 08:45:55.996577","2007-04-11 00:36:55.996577","08:09:00"
9,29091,"2007-04-27 22:43:52.996577","2007-04-11 08:45:55.996577","16 days 13:57:57"
9,29092,"2007-04-28 06:20:22.996577","2007-04-27 22:43:52.996577","07:36:30"
9,29093,"2007-04-30 05:02:33.996577","2007-04-28 06:20:22.996577","1 day 22:42:11"
9,32011,"2007-05-14 13:44:29.996577","2007-04-30 05:02:33.996577","14 days 08:41:56"
10,18532,"2007-02-16 18:50:19.996577",NULL,NULL
10,18533,"2007-02-17 09:39:40.996577","2007-02-16 18:50:19.996577","14:49:21"
10,18534,"2007-02-18 01:54:49.996577","2007-02-17 09:39:40.996577","16:15:09"
10,18535,"2007-02-19 18:30:25.996577","2007-02-18 01:54:49.996577","1 day 16:35:36"
10,18536,"2007-02-19 22:29:21.996577","2007-02-19 18:30:25.996577","03:58:56"
10,22773,"2007-03-01 15:38:25.996577","2007-02-19 22:29:21.996577","9 days 17:09:04"
10,22774,"2007-03-02 13:23:26.996577","2007-03-01 15:38:25.996577","21:45:01"
10,22775,"2007-03-02 17:42:05.996577","2007-03-02 13:23:26.996577","04:18:39"
10,22776,"2007-03-17 18:40:01.996577","2007-03-02 17:42:05.996577","15 days 00:57:56"
10,22777,"2007-03-18 07:47:38.996577","2007-03-17 18:40:01.996577","13:07:37"
10,22778,"2007-03-19 17:51:56.996577","2007-03-18 07:47:38.996577","1 day 10:04:18"
10,22779,"2007-03-20 15:11:54.996577","2007-03-19 17:51:56.996577","21:19:58"
10,22780,"2007-03-22 20:27:55.996577","2007-03-20 15:11:54.996577","2 days 05:16:01"
10,29094,"2007-04-06 12:42:11.996577","2007-03-22 20:27:55.996577","14 days 16:14:16"
10,29095,"2007-04-07 01:35:06.996577","2007-04-06 12:42:11.996577","12:52:55"
10,29096,"2007-04-07 12:42:39.996577","2007-04-07 01:35:06.996577","11:07:33"
10,29097,"2007-04-09 01:41:18.996577","2007-04-07 12:42:39.996577","1 day 12:58:39"
10,29098,"2007-04-09 03:21:44.996577","2007-04-09 01:41:18.996577","01:40:26"
10,29099,"2007-04-09 20:27:23.996577","2007-04-09 03:21:44.996577","17:05:39"
10,29100,"2007-04-10 19:09:35.996577","2007-04-09 20:27:23.996577","22:42:12"
10,29101,"2007-04-28 03:50:08.996577","2007-04-10 19:09:35.996577","17 days 08:40:33"
10,29102,"2007-04-28 13:39:21.996577","2007-04-28 03:50:08.996577","09:49:13"
10,29103,"2007-04-28 21:02:38.996577","2007-04-28 13:39:21.996577","07:23:17"
10,29104,"2007-04-30 13:55:33.996577","2007-04-28 21:02:38.996577","1 day 16:52:55"
11,18537,"2007-02-15 19:21:33.996577",NULL,NULL
11,18538,"2007-02-17 05:55:11.996577","2007-02-15 19:21:33.996577","1 day 10:33:38"
11,18539,"2007-02-20 22:17:38.996577","2007-02-17 05:55:11.996577","3 days 16:22:27"
11,22781,"2007-03-01 21:09:42.996577","2007-02-20 22:17:38.996577","8 days 22:52:04"
11,22782,"2007-03-02 08:43:24.996577","2007-03-01 21:09:42.996577","11:33:42"
11,22783,"2007-03-16 21:34:56.996577","2007-03-02 08:43:24.996577","14 days 12:51:32"
11,22784,"2007-03-17 18:01:10.996577","2007-03-16 21:34:56.996577","20:26:14"
11,22785,"2007-03-20 03:35:53.996577","2007-03-17 18:01:10.996577","2 days 09:34:43"
11,22786,"2007-03-20 10:45:53.996577","2007-03-20 03:35:53.996577","07:10:00"
11,22787,"2007-03-22 11:11:13.996577","2007-03-20 10:45:53.996577","2 days 00:25:20"
11,22788,"2007-03-22 16:15:07.996577","2007-03-22 11:11:13.996577","05:03:54"
11,29105,"2007-04-08 05:47:37.996577","2007-03-22 16:15:07.996577","16 days 13:32:30"
11,29106,"2007-04-08 21:11:31.996577","2007-04-08 05:47:37.996577","15:23:54"
11,29107,"2007-04-10 15:13:24.996577","2007-04-08 21:11:31.996577","1 day 18:01:53"
11,29108,"2007-04-11 07:38:25.996577","2007-04-10 15:13:24.996577","16:25:01"
11,29109,"2007-04-27 11:41:58.996577","2007-04-11 07:38:25.996577","16 days 04:03:33"
11,29110,"2007-04-28 14:00:33.996577","2007-04-27 11:41:58.996577","1 day 02:18:35"
11,29111,"2007-04-28 17:11:37.996577","2007-04-28 14:00:33.996577","03:11:04"
11,29112,"2007-04-29 06:06:40.996577","2007-04-28 17:11:37.996577","12:55:03"
11,29113,"2007-04-29 16:02:11.996577","2007-04-29 06:06:40.996577","09:55:31"
11,29114,"2007-04-30 01:45:39.996577","2007-04-29 16:02:11.996577","09:43:28"
11,29115,"2007-04-30 14:36:47.996577","2007-04-30 01:45:39.996577","12:51:08"
11,32012,"2007-05-14 13:44:29.996577","2007-04-30 14:36:47.996577","13 days 23:07:42"
12,18540,"2007-02-16 15:31:21.996577",NULL,NULL
12,18541,"2007-02-18 16:40:17.996577","2007-02-16 15:31:21.996577","2 days 01:08:56"
12,18542,"2007-02-18 21:35:38.996577","2007-02-18 16:40:17.996577","04:55:21"
12,18543,"2007-02-19 06:40:17.996577","2007-02-18 21:35:38.996577","09:04:39"
12,18544,"2007-02-20 18:02:18.996577","2007-02-19 06:40:17.996577","1 day 11:22:01"
12,18545,"2007-02-21 14:59:53.996577","2007-02-20 18:02:18.996577","20:57:35"
12,22789,"2007-03-01 05:18:52.996577","2007-02-21 14:59:53.996577","7 days 14:18:59"
12,22790,"2007-03-16 21:20:56.996577","2007-03-01 05:18:52.996577","15 days 16:02:04"
12,22791,"2007-03-18 15:27:14.996577","2007-03-16 21:20:56.996577","1 day 18:06:18"
12,22792,"2007-03-20 01:05:33.996577","2007-03-18 15:27:14.996577","1 day 09:38:19"
12,22793,"2007-03-20 14:26:54.996577","2007-03-20 01:05:33.996577","13:21:21"
12,22794,"2007-03-21 03:48:05.996577","2007-03-20 14:26:54.996577","13:21:11"
12,22795,"2007-03-23 18:57:10.996577","2007-03-21 03:48:05.996577","2 days 15:09:05"
12,29116,"2007-04-06 16:26:20.996577","2007-03-23 18:57:10.996577","13 days 21:29:10"
12,29117,"2007-04-09 03:29:05.996577","2007-04-06 16:26:20.996577","2 days 11:02:45"
12,29118,"2007-04-09 03:34:50.996577","2007-04-09 03:29:05.996577","00:05:45"
12,29119,"2007-04-09 05:30:45.996577","2007-04-09 03:34:50.996577","01:55:55"
12,29120,"2007-04-09 11:48:51.996577","2007-04-09 05:30:45.996577","06:18:06"
12,29121,"2007-04-12 14:24:05.996577","2007-04-09 11:48:51.996577","3 days 02:35:14"
12,29122,"2007-04-27 00:12:29.996577","2007-04-12 14:24:05.996577","14 days 09:48:24"
12,29123,"2007-04-27 10:19:13.996577","2007-04-27 00:12:29.996577","10:06:44"
12,29124,"2007-04-30 03:03:17.996577","2007-04-27 10:19:13.996577","2 days 16:44:04"
