"payment_id","amount","overall_average","standard_deviation"
17626,"4.99","4.2006056453822965","2.3689455309942720"
17627,"3.99","4.2006056453822965","2.3689455309942720"
17628,"6.99","4.2006056453822965","2.3689455309942720"
17629,"2.99","4.2006056453822965","2.3689455309942720"
17630,"1.99","4.2006056453822965","2.3689455309942720"
17631,"1.99","4.2006056453822965","2.3689455309942720"
17632,"4.99","4.2006056453822965","2.3689455309942720"
17633,"2.99","4.2006056453822965","2.3689455309942720"
17634,"2.99","4.2006056453822965","2.3689455309942720"
17635,"5.99","4.2006056453822965","2.3689455309942720"
17636,"4.99","4.2006056453822965","2.3689455309942720"
17637,"0.99","4.2006056453822965","2.3689455309942720"
17638,"0.99","4.2006056453822965","2.3689455309942720"
17639,"3.99","4.2006056453822965","2.3689455309942720"
17640,"1.99","4.2006056453822965","2.3689455309942720"
17641,"0.99","4.2006056453822965","2.3689455309942720"
17642,"2.99","4.2006056453822965","2.3689455309942720"
17643,"4.99","4.2006056453822965","2.3689455309942720"
17644,"4.99","4.2006056453822965","2.3689455309942720"
17645,"5.99","4.2006056453822965","2.3689455309942720"
17646,"7.99","4.2006056453822965","2.3689455309942720"
17647,"4.99","4.2006056453822965","2.3689455309942720"
17648,"8.99","4.2006056453822965","2.3689455309942720"
17649,"5.99","4.2006056453822965","2.3689455309942720"
17650,"2.99","4.2006056453822965","2.3689455309942720"
17651,"3.99","4.2006056453822965","2.3689455309942720"
17652,"2.99","4.2006056453822965","2.3689455309942720"
17653,"3.99","4.2006056453822965","2.3689455309942720"
17654,"2.99","4.2006056453822965","2.3689455309942720"
17655,"4.99","4.2006056453822965","2.3689455309942720"
17656,"1.99","4.2006056453822965","2.3689455309942720"
17657,"1.99","4.2006056453822965","2.3689455309942720"
17658,"4.99","4.2006056453822965","2.3689455309942720"
17659,"3.99","4.2006056453822965","2.3689455309942720"
17660,"1.99","4.2006056453822965","2.3689455309942720"
17661,"2.99","4.2006056453822965","2.3689455309942720"
17662,"4.99","4.2006056453822965","2.3689455309942720"
17663,"2.99","4.2006056453822965","2.3689455309942720"
17664,"0.99","4.2006056453822965","2.3689455309942720"
17665,"4.99","4.2006056453822965","2.3689455309942720"
17666,"1.99","4.2006056453822965","2.3689455309942720"
17667,"2.99","4.2006056453822965","2.3689455309942720"
17668,"4.99","4.2006056453822965","2.3689455309942720"
17669,"7.99","4.2006056453822965","2.3689455309942720"
17670,"2.99","4.2006056453822965","2.3689455309942720"
17671,"2.99","4.2006056453822965","2.3689455309942720"
17672,"2.99","4.2006056453822965","2.3689455309942720"
17673,"7.99","4.2006056453822965","2.3689455309942720"
17674,"2.99","4.2006056453822965","2.3689455309942720"
17675,"0.99","4.2006056453822965","2.3689455309942720"
17676,"0.99","4.2006056453822965","2.3689455309942720"
17677,"7.99","4.2006056453822965","2.3689455309942720"
17678,"5.99","4.2006056453822965","2.3689455309942720"
17679,"3.99","4.2006056453822965","2.3689455309942720"
17680,"9.99","4.2006056453822965","2.3689455309942720"
17681,"4.99","4.2006056453822965","2.3689455309942720"
17682,"2.99","4.2006056453822965","2.3689455309942720"
17683,"0.99","4.2006056453822965","2.3689455309942720"
17684,"0.99","4.2006056453822965","2.3689455309942720"
17685,"3.99","4.2006056453822965","2.3689455309942720"
17686,"2.99","4.2006056453822965","2.3689455309942720"
17687,"5.99","4.2006056453822965","2.3689455309942720"
17688,"0.99","4.2006056453822965","2.3689455309942720"
17689,"2.99","4.2006056453822965","2.3689455309942720"
17690,"0.99","4.2006056453822965","2.3689455309942720"
17691,"0.99","4.2006056453822965","2.3689455309942720"
17692,"0.99","4.2006056453822965","2.3689455309942720"
17693,"0.99","4.2006056453822965","2.3689455309942720"
17694,"5.99","4.2006056453822965","2.3689455309942720"
17695,"4.99","4.2006056453822965","2.3689455309942720"
17696,"6.99","4.2006056453822965","2.3689455309942720"
17697,"0.99","4.2006056453822965","2.3689455309942720"
17698,"5.99","4.2006056453822965","2.3689455309942720"
17699,"4.99","4.2006056453822965","2.3689455309942720"
17700,"7.99","4.2006056453822965","2.3689455309942720"
17701,"4.99","4.2006056453822965","2.3689455309942720"
17702,"4.99","4.2006056453822965","2.3689455309942720"
17703,"3.99","4.2006056453822965","2.3689455309942720"
17704,"5.99","4.2006056453822965","2.3689455309942720"
17705,"2.99","4.2006056453822965","2.3689455309942720"
17706,"2.99","4.2006056453822965","2.3689455309942720"
17707,"7.99","4.2006056453822965","2.3689455309942720"
17708,"5.99","4.2006056453822965","2.3689455309942720"
17709,"0.99","4.2006056453822965","2.3689455309942720"
17710,"0.99","4.2006056453822965","2.3689455309942720"
17711,"2.99","4.2006056453822965","2.3689455309942720"
17712,"2.99","4.2006056453822965","2.3689455309942720"
17713,"2.99","4.2006056453822965","2.3689455309942720"
17714,"6.99","4.2006056453822965","2.3689455309942720"
17715,"2.99","4.2006056453822965","2.3689455309942720"
17716,"2.99","4.2006056453822965","2.3689455309942720"
17717,"4.99","4.2006056453822965","2.3689455309942720"
17718,"6.99","4.2006056453822965","2.3689455309942720"
17719,"1.99","4.2006056453822965","2.3689455309942720"
17720,"2.99","4.2006056453822965","2.3689455309942720"
17721,"4.99","4.2006056453822965","2.3689455309942720"
17722,"2.99","4.2006056453822965","2.3689455309942720"
17723,"4.99","4.2006056453822965","2.3689455309942720"
17724,"0.99","4.2006056453822965","2.3689455309942720"
17725,"0.99","4.2006056453822965","2.3689455309942720"
17726,"0.99","4.2006056453822965","2.3689455309942720"
17727,"4.99","4.2006056453822965","2.3689455309942720"
17728,"0.99","4.2006056453822965","2.3689455309942720"
17729,"6.99","4.2006056453822965","2.3689455309942720"
17730,"1.99","4.2006056453822965","2.3689455309942720"
17731,"4.99","4.2006056453822965","2.3689455309942720"
17732,"6.99","4.2006056453822965","2.3689455309942720"
17733,"5.99","4.2006056453822965","2.3689455309942720"
17734,"1.99","4.2006056453822965","2.3689455309942720"
17735,"2.99","4.2006056453822965","2.3689455309942720"
17736,"6.99","4.2006056453822965","2.3689455309942720"
17737,"9.99","4.2006056453822965","2.3689455309942720"
17738,"2.99","4.2006056453822965","2.3689455309942720"
17739,"5.99","4.2006056453822965","2.3689455309942720"
17740,"0.99","4.2006056453822965","2.3689455309942720"
17741,"3.99","4.2006056453822965","2.3689455309942720"
17742,"6.99","4.2006056453822965","2.3689455309942720"
17743,"4.99","4.2006056453822965","2.3689455309942720"
17744,"4.99","4.2006056453822965","2.3689455309942720"
17745,"2.99","4.2006056453822965","2.3689455309942720"
17746,"4.99","4.2006056453822965","2.3689455309942720"
17747,"8.99","4.2006056453822965","2.3689455309942720"
17748,"3.99","4.2006056453822965","2.3689455309942720"
17749,"4.99","4.2006056453822965","2.3689455309942720"
17750,"6.99","4.2006056453822965","2.3689455309942720"
17751,"5.99","4.2006056453822965","2.3689455309942720"
17752,"2.99","4.2006056453822965","2.3689455309942720"
17753,"4.99","4.2006056453822965","2.3689455309942720"
17754,"4.99","4.2006056453822965","2.3689455309942720"
17755,"2.99","4.2006056453822965","2.3689455309942720"
17756,"4.99","4.2006056453822965","2.3689455309942720"
17757,"0.99","4.2006056453822965","2.3689455309942720"
17758,"5.99","4.2006056453822965","2.3689455309942720"
17759,"3.99","4.2006056453822965","2.3689455309942720"
17760,"4.99","4.2006056453822965","2.3689455309942720"
17761,"5.99","4.2006056453822965","2.3689455309942720"
17762,"4.99","4.2006056453822965","2.3689455309942720"
17763,"3.99","4.2006056453822965","2.3689455309942720"
17764,"2.99","4.2006056453822965","2.3689455309942720"
17765,"0.99","4.2006056453822965","2.3689455309942720"
17766,"0.99","4.2006056453822965","2.3689455309942720"
17767,"7.99","4.2006056453822965","2.3689455309942720"
17768,"4.99","4.2006056453822965","2.3689455309942720"
17769,"2.99","4.2006056453822965","2.3689455309942720"
17770,"0.99","4.2006056453822965","2.3689455309942720"
17771,"4.99","4.2006056453822965","2.3689455309942720"
17772,"2.99","4.2006056453822965","2.3689455309942720"
17773,"2.99","4.2006056453822965","2.3689455309942720"
17774,"5.99","4.2006056453822965","2.3689455309942720"
17775,"8.99","4.2006056453822965","2.3689455309942720"
17776,"2.99","4.2006056453822965","2.3689455309942720"
17777,"2.99","4.2006056453822965","2.3689455309942720"
17778,"4.99","4.2006056453822965","2.3689455309942720"
17779,"5.99","4.2006056453822965","2.3689455309942720"
17780,"0.99","4.2006056453822965","2.3689455309942720"
17781,"4.99","4.2006056453822965","2.3689455309942720"
17782,"0.99","4.2006056453822965","2.3689455309942720"
17783,"2.99","4.2006056453822965","2.3689455309942720"
17784,"0.99","4.2006056453822965","2.3689455309942720"
17785,"2.99","4.2006056453822965","2.3689455309942720"
17786,"5.99","4.2006056453822965","2.3689455309942720"
17787,"4.99","4.2006056453822965","2.3689455309942720"
17788,"4.99","4.2006056453822965","2.3689455309942720"
17789,"9.99","4.2006056453822965","2.3689455309942720"
17790,"5.99","4.2006056453822965","2.3689455309942720"
17791,"4.99","4.2006056453822965","2.3689455309942720"
17792,"2.99","4.2006056453822965","2.3689455309942720"
17793,"2.99","4.2006056453822965","2.3689455309942720"
17794,"4.99","4.2006056453822965","2.3689455309942720"
17795,"0.99","4.2006056453822965","2.3689455309942720"
17796,"2.99","4.2006056453822965","2.3689455309942720"
17797,"0.99","4.2006056453822965","2.3689455309942720"
17798,"3.99","4.2006056453822965","2.3689455309942720"
17799,"2.99","4.2006056453822965","2.3689455309942720"
17800,"2.99","4.2006056453822965","2.3689455309942720"
17801,"2.99","4.2006056453822965","2.3689455309942720"
17802,"2.99","4.2006056453822965","2.3689455309942720"
17803,"3.99","4.2006056453822965","2.3689455309942720"
17804,"0.99","4.2006056453822965","2.3689455309942720"
17805,"0.99","4.2006056453822965","2.3689455309942720"
17806,"4.99","4.2006056453822965","2.3689455309942720"
17807,"2.99","4.2006056453822965","2.3689455309942720"
17808,"4.99","4.2006056453822965","2.3689455309942720"
17809,"0.99","4.2006056453822965","2.3689455309942720"
17810,"4.99","4.2006056453822965","2.3689455309942720"
17811,"2.99","4.2006056453822965","2.3689455309942720"
17812,"5.99","4.2006056453822965","2.3689455309942720"
17813,"3.99","4.2006056453822965","2.3689455309942720"
17814,"0.99","4.2006056453822965","2.3689455309942720"
17815,"6.99","4.2006056453822965","2.3689455309942720"
17816,"6.99","4.2006056453822965","2.3689455309942720"
17817,"8.99","4.2006056453822965","2.3689455309942720"
17818,"4.99","4.2006056453822965","2.3689455309942720"
17819,"6.99","4.2006056453822965","2.3689455309942720"
17820,"0.99","4.2006056453822965","2.3689455309942720"
17821,"6.99","4.2006056453822965","2.3689455309942720"
17822,"6.99","4.2006056453822965","2.3689455309942720"
17823,"7.99","4.2006056453822965","2.3689455309942720"
17824,"2.99","4.2006056453822965","2.3689455309942720"
17825,"0.99","4.2006056453822965","2.3689455309942720"
17826,"0.99","4.2006056453822965","2.3689455309942720"
17827,"5.99","4.2006056453822965","2.3689455309942720"
17828,"3.99","4.2006056453822965","2.3689455309942720"
17829,"5.99","4.2006056453822965","2.3689455309942720"
17830,"1.99","4.2006056453822965","2.3689455309942720"
17831,"0.99","4.2006056453822965","2.3689455309942720"
17832,"3.99","4.2006056453822965","2.3689455309942720"
17833,"2.99","4.2006056453822965","2.3689455309942720"
17834,"3.99","4.2006056453822965","2.3689455309942720"
17835,"2.99","4.2006056453822965","2.3689455309942720"
17836,"0.99","4.2006056453822965","2.3689455309942720"
17837,"5.99","4.2006056453822965","2.3689455309942720"
17838,"2.99","4.2006056453822965","2.3689455309942720"
17839,"7.99","4.2006056453822965","2.3689455309942720"
17840,"2.99","4.2006056453822965","2.3689455309942720"
17841,"0.99","4.2006056453822965","2.3689455309942720"
17842,"2.99","4.2006056453822965","2.3689455309942720"
17843,"2.99","4.2006056453822965","2.3689455309942720"
17844,"6.99","4.2006056453822965","2.3689455309942720"
17845,"0.99","4.2006056453822965","2.3689455309942720"
17846,"0.99","4.2006056453822965","2.3689455309942720"
17847,"2.99","4.2006056453822965","2.3689455309942720"
17848,"4.99","4.2006056453822965","2.3689455309942720"
17849,"3.99","4.2006056453822965","2.3689455309942720"
17850,"4.99","4.2006056453822965","2.3689455309942720"
17851,"2.99","4.2006056453822965","2.3689455309942720"
17852,"6.99","4.2006056453822965","2.3689455309942720"
17853,"8.99","4.2006056453822965","2.3689455309942720"
17854,"5.99","4.2006056453822965","2.3689455309942720"
17855,"2.99","4.2006056453822965","2.3689455309942720"
17856,"4.99","4.2006056453822965","2.3689455309942720"
17857,"0.99","4.2006056453822965","2.3689455309942720"
17858,"5.99","4.2006056453822965","2.3689455309942720"
17859,"7.99","4.2006056453822965","2.3689455309942720"
17860,"3.99","4.2006056453822965","2.3689455309942720"
17861,"3.99","4.2006056453822965","2.3689455309942720"
17862,"2.99","4.2006056453822965","2.3689455309942720"
17863,"2.99","4.2006056453822965","2.3689455309942720"
17864,"0.99","4.2006056453822965","2.3689455309942720"
17865,"0.99","4.2006056453822965","2.3689455309942720"
17866,"9.99","4.2006056453822965","2.3689455309942720"
17867,"5.99","4.2006056453822965","2.3689455309942720"
17868,"2.99","4.2006056453822965","2.3689455309942720"
17869,"2.99","4.2006056453822965","2.3689455309942720"
17870,"4.99","4.2006056453822965","2.3689455309942720"
17871,"0.99","4.2006056453822965","2.3689455309942720"
17872,"0.99","4.2006056453822965","2.3689455309942720"
17873,"4.99","4.2006056453822965","2.3689455309942720"
17874,"4.99","4.2006056453822965","2.3689455309942720"
17875,"0.99","4.2006056453822965","2.3689455309942720"
17876,"4.99","4.2006056453822965","2.3689455309942720"
17877,"0.99","4.2006056453822965","2.3689455309942720"
17878,"4.99","4.2006056453822965","2.3689455309942720"
17879,"2.99","4.2006056453822965","2.3689455309942720"
17880,"2.99","4.2006056453822965","2.3689455309942720"
17881,"6.99","4.2006056453822965","2.3689455309942720"
17882,"4.99","4.2006056453822965","2.3689455309942720"
17883,"4.99","4.2006056453822965","2.3689455309942720"
17884,"5.99","4.2006056453822965","2.3689455309942720"
17885,"0.99","4.2006056453822965","2.3689455309942720"
17886,"8.99","4.2006056453822965","2.3689455309942720"
17887,"2.99","4.2006056453822965","2.3689455309942720"
17888,"2.99","4.2006056453822965","2.3689455309942720"
17889,"0.99","4.2006056453822965","2.3689455309942720"
17890,"3.99","4.2006056453822965","2.3689455309942720"
17891,"1.99","4.2006056453822965","2.3689455309942720"
17892,"4.99","4.2006056453822965","2.3689455309942720"
17893,"7.99","4.2006056453822965","2.3689455309942720"
17894,"5.99","4.2006056453822965","2.3689455309942720"
17895,"4.99","4.2006056453822965","2.3689455309942720"
17896,"3.99","4.2006056453822965","2.3689455309942720"
17897,"6.99","4.2006056453822965","2.3689455309942720"
17898,"0.99","4.2006056453822965","2.3689455309942720"
17899,"2.99","4.2006056453822965","2.3689455309942720"
17900,"0.99","4.2006056453822965","2.3689455309942720"
17901,"0.99","4.2006056453822965","2.3689455309942720"
17902,"2.99","4.2006056453822965","2.3689455309942720"
17903,"4.99","4.2006056453822965","2.3689455309942720"
17904,"4.99","4.2006056453822965","2.3689455309942720"
17905,"5.99","4.2006056453822965","2.3689455309942720"
17906,"7.99","4.2006056453822965","2.3689455309942720"
17907,"0.99","4.2006056453822965","2.3689455309942720"
17908,"3.99","4.2006056453822965","2.3689455309942720"
17909,"5.99","4.2006056453822965","2.3689455309942720"
17910,"4.99","4.2006056453822965","2.3689455309942720"
17911,"0.99","4.2006056453822965","2.3689455309942720"
17912,"2.99","4.2006056453822965","2.3689455309942720"
17913,"4.99","4.2006056453822965","2.3689455309942720"
17914,"0.99","4.2006056453822965","2.3689455309942720"
17915,"2.99","4.2006056453822965","2.3689455309942720"
17916,"0.99","4.2006056453822965","2.3689455309942720"
17917,"4.99","4.2006056453822965","2.3689455309942720"
17918,"2.99","4.2006056453822965","2.3689455309942720"
17919,"4.99","4.2006056453822965","2.3689455309942720"
17920,"0.99","4.2006056453822965","2.3689455309942720"
17921,"0.99","4.2006056453822965","2.3689455309942720"
17922,"6.99","4.2006056453822965","2.3689455309942720"
17923,"1.99","4.2006056453822965","2.3689455309942720"
17924,"3.99","4.2006056453822965","2.3689455309942720"
17925,"0.99","4.2006056453822965","2.3689455309942720"
17926,"6.99","4.2006056453822965","2.3689455309942720"
17927,"4.99","4.2006056453822965","2.3689455309942720"
17928,"5.99","4.2006056453822965","2.3689455309942720"
17929,"3.99","4.2006056453822965","2.3689455309942720"
17930,"0.99","4.2006056453822965","2.3689455309942720"
17931,"4.99","4.2006056453822965","2.3689455309942720"
17932,"0.99","4.2006056453822965","2.3689455309942720"
17933,"0.99","4.2006056453822965","2.3689455309942720"
17934,"5.99","4.2006056453822965","2.3689455309942720"
17935,"7.99","4.2006056453822965","2.3689455309942720"
17936,"4.99","4.2006056453822965","2.3689455309942720"
17937,"4.99","4.2006056453822965","2.3689455309942720"
17938,"7.99","4.2006056453822965","2.3689455309942720"
17939,"1.99","4.2006056453822965","2.3689455309942720"
17940,"4.99","4.2006056453822965","2.3689455309942720"
17941,"5.99","4.2006056453822965","2.3689455309942720"
17942,"5.99","4.2006056453822965","2.3689455309942720"
17943,"2.99","4.2006056453822965","2.3689455309942720"
17944,"9.99","4.2006056453822965","2.3689455309942720"
17945,"2.99","4.2006056453822965","2.3689455309942720"
17946,"4.99","4.2006056453822965","2.3689455309942720"
17947,"1.99","4.2006056453822965","2.3689455309942720"
17948,"1.99","4.2006056453822965","2.3689455309942720"
17949,"2.99","4.2006056453822965","2.3689455309942720"
17950,"0.99","4.2006056453822965","2.3689455309942720"
17951,"2.99","4.2006056453822965","2.3689455309942720"
17952,"0.99","4.2006056453822965","2.3689455309942720"
17953,"5.99","4.2006056453822965","2.3689455309942720"
17954,"6.99","4.2006056453822965","2.3689455309942720"
17955,"4.99","4.2006056453822965","2.3689455309942720"
17956,"0.99","4.2006056453822965","2.3689455309942720"
17957,"2.99","4.2006056453822965","2.3689455309942720"
17958,"4.99","4.2006056453822965","2.3689455309942720"
17959,"0.99","4.2006056453822965","2.3689455309942720"
17960,"0.99","4.2006056453822965","2.3689455309942720"
17961,"7.99","4.2006056453822965","2.3689455309942720"
17962,"4.99","4.2006056453822965","2.3689455309942720"
17963,"3.99","4.2006056453822965","2.3689455309942720"
17964,"0.99","4.2006056453822965","2.3689455309942720"
17965,"2.99","4.2006056453822965","2.3689455309942720"
17966,"2.99","4.2006056453822965","2.3689455309942720"
17967,"5.99","4.2006056453822965","2.3689455309942720"
17968,"0.99","4.2006056453822965","2.3689455309942720"
17969,"0.99","4.2006056453822965","2.3689455309942720"
17970,"2.99","4.2006056453822965","2.3689455309942720"
17971,"4.99","4.2006056453822965","2.3689455309942720"
17972,"0.99","4.2006056453822965","2.3689455309942720"
17973,"4.99","4.2006056453822965","2.3689455309942720"
17974,"0.99","4.2006056453822965","2.3689455309942720"
17975,"9.99","4.2006056453822965","2.3689455309942720"
17976,"0.99","4.2006056453822965","2.3689455309942720"
17977,"5.99","4.2006056453822965","2.3689455309942720"
17978,"4.99","4.2006056453822965","2.3689455309942720"
17979,"5.99","4.2006056453822965","2.3689455309942720"
17980,"9.99","4.2006056453822965","2.3689455309942720"
17981,"4.99","4.2006056453822965","2.3689455309942720"
17982,"2.99","4.2006056453822965","2.3689455309942720"
17983,"4.99","4.2006056453822965","2.3689455309942720"
17984,"2.99","4.2006056453822965","2.3689455309942720"
17985,"4.99","4.2006056453822965","2.3689455309942720"
17986,"4.99","4.2006056453822965","2.3689455309942720"
17987,"2.99","4.2006056453822965","2.3689455309942720"
17988,"2.99","4.2006056453822965","2.3689455309942720"
17989,"4.99","4.2006056453822965","2.3689455309942720"
17990,"8.99","4.2006056453822965","2.3689455309942720"
17991,"0.99","4.2006056453822965","2.3689455309942720"
17992,"7.99","4.2006056453822965","2.3689455309942720"
17993,"8.99","4.2006056453822965","2.3689455309942720"
17994,"3.99","4.2006056453822965","2.3689455309942720"
17995,"4.99","4.2006056453822965","2.3689455309942720"
17996,"2.99","4.2006056453822965","2.3689455309942720"
17997,"8.99","4.2006056453822965","2.3689455309942720"
17998,"4.99","4.2006056453822965","2.3689455309942720"
17999,"9.99","4.2006056453822965","2.3689455309942720"
18000,"6.99","4.2006056453822965","2.3689455309942720"
18001,"2.99","4.2006056453822965","2.3689455309942720"
18002,"8.99","4.2006056453822965","2.3689455309942720"
18003,"2.99","4.2006056453822965","2.3689455309942720"
18004,"2.99","4.2006056453822965","2.3689455309942720"
18005,"4.99","4.2006056453822965","2.3689455309942720"
18006,"0.99","4.2006056453822965","2.3689455309942720"
18007,"0.99","4.2006056453822965","2.3689455309942720"
18008,"9.99","4.2006056453822965","2.3689455309942720"
18009,"0.99","4.2006056453822965","2.3689455309942720"
18010,"0.99","4.2006056453822965","2.3689455309942720"
18011,"7.99","4.2006056453822965","2.3689455309942720"
18012,"4.99","4.2006056453822965","2.3689455309942720"
18013,"2.99","4.2006056453822965","2.3689455309942720"
18014,"2.99","4.2006056453822965","2.3689455309942720"
18015,"4.99","4.2006056453822965","2.3689455309942720"
18016,"4.99","4.2006056453822965","2.3689455309942720"
18017,"4.99","4.2006056453822965","2.3689455309942720"
18018,"6.99","4.2006056453822965","2.3689455309942720"
